
[02:20:44.000 --> 02:20:47.000]   >> As a superintendent and former Panther principal,
[02:51:25.000 --> 02:51:38.000]   Our ability to effectively manage resources ensures that we can provide a high quality education, support various programs, and maintain its facilities.
[02:51:38.000 --> 02:51:53.000]   Financial stability also enables the school to attract and retain qualified staff, invest in innovative teaching methods, and meet the diverse needs of its student population.
[02:51:53.000 --> 02:52:12.000]   Given these accomplishments, it is clear why we seek to obtain a seven-year renewal. This renewal is not just an acknowledgement of our past achievements, but also a vote of confidence in our ongoing efforts to provide a high quality education for all of our students.
[02:52:12.000 --> 02:52:34.000]   In conclusion, our school has demonstrated that we are not just meeting but exceeding educational standards. Our hard-working and dedicated staff of teachers, administrators, and support personnel go above and beyond every day to ensure that our students receive the best possible education.
[02:52:34.000 --> 02:52:43.000]   Our academic success and the collaborative spirit of our staff and community are all reasons why we should earn this seven-year renewal.
[02:52:43.000 --> 02:52:53.000]   I am confident that with your continued support, we will continue to excel and provide our students with the best possible education.
[02:52:53.000 --> 02:53:10.000]   Thank you, and at this time, I would like to introduce our assistant principal, Kenya Ozuna, who will present on our academic achievement.
[02:53:10.000 --> 02:53:19.000]   Good evening esteemed board members, parents, and community members. My name is Kenya Ozuna, and I am one of the assistant principals at Al Rancho Trotter School.
[02:53:19.000 --> 02:53:31.000]   Today, I am here to advocate for the seven-year renewal of our school. A key measure of our school's success is our standardized test scores, which are consistently among the best in the region.
[02:53:31.000 --> 02:53:39.000]   Al Rancho's student test scores in English, Math, and Science are a testament to the school's commitment to academic excellence.
[02:53:39.000 --> 02:53:45.000]   Al Rancho has consistently outperformed middle schools within our surrounding area.
[02:53:45.000 --> 02:53:57.000]   This past school year, Al Rancho's Math and Science scores are on average 15% higher, and our English scores are approximately 20% higher than districts in our surrounding area.
[02:53:57.000 --> 02:54:05.000]   Our English data reflects the rigorous curriculum and dedicated teaching staff that Al Rancho prides itself on.
[02:54:05.000 --> 02:54:10.000]   When looking at Math data, Al Rancho students demonstrate remarkable proficiency.
[02:54:10.000 --> 02:54:23.000]   The hands-on problem-solving approach adopted by our Math teachers encourages students to think critically and apply their knowledge in practical situations, resulting in high test scores.
[02:54:23.000 --> 02:54:32.000]   Lastly, Al Rancho's Science scores are equally impressive, demonstrating our students' comprehensive understanding and enthusiasm for the subject.
[02:54:32.000 --> 02:54:46.000]   Our inquiry-based learning model and state-of-the-art Science labs engage students in hands-on experiments and critical thinking exercises, fostering a deep appreciation and understanding of scientific concepts.
[02:54:46.000 --> 02:54:52.000]   When we compare our scores to middle schools around us, the distinction becomes even clearer.
[02:54:52.000 --> 02:55:06.000]   Although the neighboring districts offer solid academic programs, Al Rancho scores surpass theirs, highlighting the effectiveness of our teaching strategies and the exceptional caliber of our dedicated students and staff.
[02:55:06.000 --> 02:55:14.000]   These comparisons clearly demonstrate that Al Rancho not only excels but leads in academic performance across subjects.
[02:55:14.000 --> 02:55:24.000]   Our outstanding test scores are a testament to our dedicated staff, rigorous academic programs, and the hard-working students who strive for excellence every day.
[02:55:24.000 --> 02:55:33.000]   The renewal of our charter for another seven years is crucial for continuing to provide exceptional educational opportunities for our students.
[02:55:33.000 --> 02:55:43.000]   Your support will ensure that we can maintain and even surpass our current standards, helping to shape the future leaders of our community.
[02:55:43.000 --> 02:55:45.000]   Thank you for your time and consideration.
[02:55:45.000 --> 02:55:56.000]   Please allow me to introduce Ben Loeffler, who will discuss Al Rancho's financial stability.
[02:55:56.000 --> 02:56:03.000]   Good evening, board members, Superintendent Gonzalez, members of the cabinet, and members of the audience.
[02:56:03.000 --> 02:56:08.000]   My name is Frances Loeffler, and I am the CBO for Al Rancho Charter School.
[02:56:08.000 --> 02:56:15.000]   I am honored to speak with you today about the vital importance of renewing our extraordinary charter school for a seven-year term.
[02:56:15.000 --> 02:56:19.000]   This renewal is crucial for continuing our trajectory of success.
[02:56:19.000 --> 02:56:26.000]   Our school's financial stability and responsibility has been a cornerstone of that success.
[02:56:26.000 --> 02:56:35.000]   We have managed our resources prudently, ensuring that every dollar spent effectively to enhance the educational experience of our students.
[02:56:35.000 --> 02:56:48.000]   This financial stewardship has allowed us to enjoy a balanced budget while investing in significant areas such as the stellar teaching and support staff, student programs, and campus improvements.
[02:56:48.000 --> 02:56:59.000]   Since you have our detailed financial reports in your pockets, I wanted to address our philosophy and results of having a healthy sound fiscal standing.
[02:56:59.000 --> 02:57:05.000]   Enrollment equals revenue and is the primary indicator of our success.
[02:57:05.000 --> 02:57:11.000]   In a declining enrollment climate, we are increasing by 30 students this year.
[02:57:11.000 --> 02:57:19.000]   Our substantial waitlist for open enrollment in inter-district transfers is a testament to the high-quality education that we provide.
[02:57:19.000 --> 02:57:28.000]   The waitlist underscores the need for a continued operation to serve students who are eager to join our thriving educational community.
[02:57:28.000 --> 02:57:36.000]   Our current enrollment also has over 50 students who come to us from private elementary or into the area.
[02:57:36.000 --> 02:57:43.000]   Having a robust inter-district transfer enrollment not only benefits El Rancho, but has benefited OUSD as well.
[02:57:43.000 --> 02:57:51.000]   Historically, some students from other districts who choose to come to our school then choose to attend a high school in Orange Unified.
[02:57:51.000 --> 02:57:55.000]   Our three-year projections are consistently accurate.
[02:57:55.000 --> 02:58:01.000]   This ensures that we always meet the goals of our LCAP while being prepared for unknown obstacles.
[02:58:01.000 --> 02:58:04.000]   In future years, we budget extremely conservatively.
[02:58:04.000 --> 02:58:08.000]   Charter schools are funded on current year ADA.
[02:58:08.000 --> 02:58:14.000]   Attendance is so important, and we ended this year just under 96 percent.
[02:58:14.000 --> 02:58:22.000]   Cashflow is another marker in a fiscally sound operation, and we are estimated to maintain our current levels.
[02:58:22.000 --> 02:58:30.000]   We have prioritized campus-wide improvements to ensure that our facilities are safe, productive, and welcoming.
[02:58:30.000 --> 02:58:34.000]   The safety and well-being of our students and staff are always a primary concern.
[02:58:34.000 --> 02:58:45.000]   Recent upgrades include upgrading to 80 security cameras, adding vape sensors in all the student restrooms, a lockdown system, 5 AEDs campus-wide,
[02:58:45.000 --> 02:58:52.000]   radios for all instructional aids and safety teams, and a guest ID verification, to name a few.
[02:58:52.000 --> 02:58:55.000]   Technology is an area that we cannot skimp on.
[02:58:55.000 --> 02:59:01.000]   We have one-to-one student Chromebooks in all core foreign language and special education classrooms.
[02:59:01.000 --> 02:59:05.000]   Our tech lab was recently equipped with 42 IMAX.
[02:59:05.000 --> 02:59:13.000]   We outfitted most classrooms with 75-inch TVs to replace projectors, and we are undergoing a total wireless upgrade.
[02:59:13.000 --> 02:59:25.000]   We vigorously maintain, and when resources are available, make significant upgrades to the outreach of site to help foster innovation and collaboration among our students and staff.
[02:59:25.000 --> 02:59:32.000]   Every year, we receive a good or exemplary suit report, and a rating that exceeds 95 percent.
[02:59:32.000 --> 02:59:41.000]   We recently remodeled two-thirds of our student restrooms, updated our library, opened the coyote den, which is a welcoming space for all students,
[02:59:41.000 --> 02:59:57.000]   resurfaced old brick with non-apox, with non-slip epoxy in our atrium, replaced evaporative coolers, refit updated HVAC controllers, and replaced some carpeting with high-traffic carpetiles.
[02:59:57.000 --> 03:00:08.000]   These improvements not only enhance the daily experience of our students, but also ensure that our campus remains a vibrant and inspiring place for education.
[03:00:08.000 --> 03:00:15.000]   In 2017, we completed construction of our gymnasium, science center, and dam studio.
[03:00:15.000 --> 03:00:21.000]   These additions were designed to provide our student population with the facilities they needed to excel.
[03:00:21.000 --> 03:00:28.000]   The gym also provides a space for students to continue to be active without interruption during inclement weather.
[03:00:28.000 --> 03:00:33.000]   We also enhanced the weight room to support our athletic programs.
[03:00:33.000 --> 03:00:47.000]   From our modern science labs to our CIF regulation gym that generates over 120,000 in revenue, we are proud to offer the facility to the OUSD schools as well at half the cost.
[03:00:47.000 --> 03:00:56.000]   Dam studio supports a growing number of interested students, and we redesigned our weight room for a new strength and conditioning classes.
[03:00:56.000 --> 03:01:01.000]   The gym is in great demand and is admired throughout the county.
[03:01:01.000 --> 03:01:08.000]   We are in our seventh year of our long-time repayment of the COP, which was used to pay off the construction loan.
[03:01:08.000 --> 03:01:19.000]   We maintain a full year's payment plus an additional fall P&I in the ending fund in order to ensure our fiduciary responsibility.
[03:01:19.000 --> 03:01:28.000]   Our seven-year term renewal is essential for sustaining and building upon the impressive standards we have set in achieving a bright and promising future.
[03:01:28.000 --> 03:01:32.000]   We make relevant choices that spur enrollment.
[03:01:32.000 --> 03:01:47.000]   As proven for 22 years, we are well-equipped professionals using our expertise in providing high-quality academics for all students and demonstrating the ability to make prudent decisions while operating with fidelity.
[03:01:47.000 --> 03:01:57.000]   As you consider the level of support for our renewal, the consistency of interest in our school demonstrates the high level of support you are looking for.
[03:01:57.000 --> 03:02:04.000]   With your support, we can ensure that our school remains a beacon of excellence in the Orange Unified School District.
[03:02:04.000 --> 03:02:08.000]   Together, we can achieve great things for our students and our community.
[03:02:08.000 --> 03:02:12.000]   Thank you for your consideration, and I'd like to reintroduce Mrs. Walker.
[03:02:12.000 --> 03:02:37.000]   Key takeaways from El Rancher Charter School include our designation as the high-track charter school, our rank in the top 10% of California middle schools, our high proficiency rates in math, English, and science, as well as over 30 elective choices that engage our students.
[03:02:37.000 --> 03:02:52.000]   This school is recognized for its dedicated and hard-working staff, strong community support, indicated by a long wait list, and financial stability that allows for effective resource management.
[03:02:52.000 --> 03:03:01.000]   These factors contribute to a positive educational environment and support the school's reputation has for excellence.
[03:03:01.000 --> 03:03:11.000]   Your unwavering support and commitment to El Rancher Charter School will enable us to continue our exceptional educational program for our students.
[03:03:11.000 --> 03:03:18.000]   Thank you to the families, staff, and community members for attending this evening. Thank you.
[03:03:18.000 --> 03:03:34.000]   Thank you for your presentation. We will now take public comment on this item. Speakers shall direct their comments to the board and are urged to avoid repeating points made by previous speakers.
[03:03:34.000 --> 03:03:56.000]   We have three blue cards that were submitted and then obviously anybody can speak after that as well. First speaker is Karen Barone, and on deck after her is Frank Dunn.
[03:03:56.000 --> 03:04:05.000]   Good evening. My name is Karen Barone. I'm a teacher and parent of a recent OUSD grad and an incoming ninth grade student at Orange, and I'm here to speak about the El Rancher Charter renewal.
[03:04:05.000 --> 03:04:22.000]   As a parent, not as a teacher and not as an OUA member. My daughter, Eva, attended El Rancher for seventh and eighth grade. She had wonderful teachers, including Patrick Herron, Matthew Trey, Allison Reege, Joe Romero, Allison Jordan, Francie Reiser, and Leah LaRue.
[03:04:22.000 --> 03:04:36.000]   During Eva's eighth grade year, she had two open heart surgeries causing her to miss a lot of school. Her teachers were incredibly supportive, sending care packages and checking in regularly, and I'm deeply grateful for the teaching staff at El Rancher.
[03:04:36.000 --> 03:04:55.000]   However, I have some concerns regarding this charter renewal, particularly with Michelle Walker and Fran Loeffler. Despite claims of financial stability, the PTA asked the community for money to remodel the bathrooms they just told you about, and have cut electives like home economics, and Michelle and Fran continue to give themselves exorbitant raises.
[03:04:55.000 --> 03:05:07.000]   The charter states the executive director should be an exemplary communicator with strong organizational skills. Michelle Walker does not meet the standard. When I reached out to her with concerns, responses came from other admin, not her.
[03:05:07.000 --> 03:05:14.000]   Other parents have shared similar experiences with me, and this avoidance of conflict and lack of direct communication is troubling.
[03:05:14.000 --> 03:05:29.000]   Furthermore, the charter states that teacher applicants will be screened and interviewed, but often family members or friends of Fran Loeffler are hired without public posting. My daughter actually had her daughter as a long-term sub who was unqualified, consistently losing student work and making excuses.
[03:05:29.000 --> 03:05:47.000]   Bullying and student mental health are also significant issues. My daughter was continually harassed, and when she stood up for her, she was reprimanded by Michelle Walker instead of the bullies. When I asked if the school offered any lessons on bullying or restorative circles to address this with students, I was told no, we don't have those problems here in El Rancher.
[03:05:47.000 --> 03:06:03.000]   I've sent more detailed lists to Board President Page on my concerns. These are just a few of the issues that I highlight. The poor leadership of Michelle and Fran, they treat the school as their own, not the communities, despite claims that teachers and parents are involved in decision making.
[03:06:03.000 --> 03:06:18.000]   They're often excluded. Teachers and parents have shared stories with me of their difficulties working with both of them. I urged the Board to delay the approval the next month to allow more community input and spend the next month discussing with staff to understand the real situation at the school.
[03:06:18.000 --> 03:06:45.000]   If the charter is approved tonight, it should come with some amendments. Remove Michelle and Fran and hire a new leadership. Elect a new school board without the principal running the meetings, without being a voting member or running elections for the school board, have a district office personnel oversee those board elections for transparency, and assign one district liaison who will attend board meetings for a minimum of three years for continuity and effective oversight instead of someone new every year.
[03:06:45.000 --> 03:07:03.000]   And reinstate the additions or deletions of specific items that can be made to the El Rancher charter by a 75% vote of the El Rancher staff rather than the current 51% vote. Thank you for your time.
[03:07:03.000 --> 03:07:14.000]   Next up is Frank Dunn, followed by Jessica Allen.
[03:07:14.000 --> 03:07:28.000]   Good evening. Thank you for the opportunity to speak. I'm here for two reasons. One is a parent was unable to attend their overseas on vacation and so they asked me to read the statement to you about the charter. So I'll do that first.
[03:07:28.000 --> 03:07:44.000]   This is a statement from DeRise Liu. It says dear OUSD board. I'm writing in support of El Rancher charter school. I hope you will vote in favor of renewing the charter. I have three children who received their middle school education at El Rancho.
[03:07:44.000 --> 03:08:04.000]   My eldest son, Jason, is now a college at UCLA. My middle child, Maline, will be attending UC Berkeley in late August. My youngest, Kayla, just promoted from the upgraded El Rancher charter school. All three have had the most outstanding teachers who have challenged them and encouraged them to thrive.
[03:08:04.000 --> 03:08:16.000]   A few teachers that I have that I've heard my children talk about include Mr. Strefus and honors math teacher whose motto is to take students from that's outstanding and make them extraordinary.
[03:08:16.000 --> 03:08:24.000]   Mrs. Olson, the band and orchestra teacher who has amazingly transformed their squeaky blows into beautiful music.
[03:08:24.000 --> 03:08:36.000]   Mrs. Jordan, a science teacher who also is strongly ethical and a great role model for young girls. Mr. Hammond, the Spanish teacher who makes learning Spanish interactive, fun and easy.
[03:08:36.000 --> 03:08:56.000]   And Mrs. Rodriguez, an honors history teacher that challenges them every day. And many, many more. My children received a strong academic foundation during Anaheim Hills Elementary in El Rancher charter school, which has helped my oldest two to succeed in high school and for my son to succeed in college.
[03:08:56.000 --> 03:09:06.000]   I'm unable to attend the thanks board meeting personally because I'm on vacation overseas. Please accept these few words through the C now. Sincerely, Therese Liu.
[03:09:06.000 --> 03:09:19.000]   So that was that. And I also just in the time remaining, I am also a parent and OUSU, OUSD, all three of my children went through El Rancher charter school and had a wonderful opportunity.
[03:09:19.000 --> 03:09:28.000]   So I'd like to thank the teachers and the staff and everybody there. I've had nothing but positive experience at the school.
[03:09:28.000 --> 03:09:38.000]   When my kids were attending, my kids still use the school as part of the athletic programs that are functioned through the gymnasium and so on there.
[03:09:38.000 --> 03:09:51.000]   More often than I probably should be driving and profing kids off and seeing everything that goes on there and the school is just a wonderful place. I like I said, I've had nothing but positive experience with the staff and the teachers and the administration.
[03:09:51.000 --> 03:10:02.000]   So I would of course support the extension and their charter. Thank you very much.
[03:10:02.000 --> 03:10:10.000]   Next speaker is Jessica Allen.
[03:10:10.000 --> 03:10:16.000]   Good evening. My name is Jessica Allen. I'm a school psychologist at El Rancher charter school.
[03:10:16.000 --> 03:10:26.000]   About seven years ago, I called El Rancher an hour before my interview to cancel it. I was offered an opportunity in another district and I was happy to take it.
[03:10:26.000 --> 03:10:34.000]   El Rancher said, no, you need to come to our school. You will be impressed. There will be no questions after you come. It's a really special program.
[03:10:34.000 --> 03:10:42.000]   Well, I had a nine month old as a time and I rushed over to my in-laws dropped him off. I was like, I can't turn that down. They basically told me no.
[03:10:42.000 --> 03:10:57.000]   I need to hold my appointment. I got there and I'm sure glad I did. I do really feel like El Rancher has been a special home for students as they go through that hugely transitional period going from basically childhood to their teenage years.
[03:10:57.000 --> 03:11:11.000]   As I said, I'm a school psychologist and I'm actually one of two school psychologists is on campus and that's just one of the special ways that El Rancher has tried to meet the needs of their students by funding two full-time school psychologists.
[03:11:11.000 --> 03:11:27.000]   I'm not just a tester. I'm not just a report writer. I get to help with all students and I'm so thankful that I get to be involved in a more meaningful way than just helping our special ed students, which is a huge priority of ours as well.
[03:11:27.000 --> 03:11:39.000]   I do feel like we have a robust special ed department in part because there's two of us, but it's also just this mindset of prioritizing all students and their mental health.
[03:11:39.000 --> 03:11:57.000]   I do feel that anytime I have a conflict and I go to our leadership and I say, what do I do here? And they say prioritize the students needs, which is such a great relief to me as a professional was me to do my job in the spirit of my beliefs and where my heart lies.
[03:11:57.000 --> 03:12:08.000]   So I'm happy to be a part of a team that really, you know, at the end of the day wants to support students and it allows me to do my job in a meaningful way.
[03:12:08.000 --> 03:12:21.000]   So it has been a wonderful experience to be a part of this team. I am for the renewal. I do want to say like, you know, there hasn't been much teacher turnover since I've started working there.
[03:12:21.000 --> 03:12:31.000]   And it allows me to build these relationships that are really powerful with teachers. They call me and say, Hey, this student looks like they're upset. Can you meet with them? And I'm able to meet with them that day.
[03:12:31.000 --> 03:12:41.000]   I get a call from a parent also. Hey, my daughter had a really rough day. She had a hard time getting out of the car. Can you meet with her? I'm able to meet with that kiddo.
[03:12:41.000 --> 03:12:50.000]   What a unique opportunity to have a school psychologist on call when your kiddo's having a rough day. And if I wasn't available, there'd be other stuff available too.
[03:12:50.000 --> 03:13:04.000]   So it really is one of the more meaningful ways that I'm a part of the team and that El Rancho supports mental health needs of our students and is able to provide a rich environment for them.
[03:13:04.000 --> 03:13:09.000]   Thank you for your time. And we hope to hear about our renewal.
[03:13:09.000 --> 03:13:29.000]   Are there any other speakers you don't have to have a blue card? So it is a public hearing if anybody else would like to speak.
[03:13:29.000 --> 03:13:42.000]   So I was not planning on speaking, but I didn't want to, my name is Jessica Nybarger and I am a history teacher at El Rancho. I just got teacher of the year at El Rancho. I am a teacher.
[03:13:42.000 --> 03:13:53.000]   I am department chair and I just wanted to make sure that you got to hear from a teacher. I have loved being at El Rancho. I feel very supported as a teacher.
[03:13:53.000 --> 03:14:07.000]   One of my favorite things about Michelle and the admin is when I have an idea, they're like, let's try it. I have brought tutorial talks to the school where we have guest speakers from the community come in and talk to the students.
[03:14:07.000 --> 03:14:21.000]   We just got our textbook adoption and my whole department, they allowed all of us to come together and to pilot and have given us an opportunity to work in the summer to make sure that we are ready to go for the school year.
[03:14:21.000 --> 03:14:28.000]   Being a part of the department chair meetings, we are constantly asked our input.
[03:14:28.000 --> 03:14:36.000]   This year we rolled out new social economic stuff to make sure we are meeting the needs of the students because it is hard to be a seventh grader.
[03:14:36.000 --> 03:14:51.000]   And I would say this year over every year, I feel like our students are just being more connected to each other and being more connected to the students and this is like whole professional development that was brought in by our admin team.
[03:14:51.000 --> 03:15:02.000]   I know not every school is perfect. I know not every teacher is perfect, but I feel like at El Rancho we are given the opportunity to go out there and to try to be our best.
[03:15:02.000 --> 03:15:17.000]   If you can see that with the test scores, and I promise I did not even plan to be up here, but I just really want you to know how much I love this school and how much I love this staff and how much I really do think the students enjoy being a part of our school.
[03:15:17.000 --> 03:15:30.000]   And I really do ask for you to consider this seven-year renewal because we have worked so hard to try and just meet the students' needs and I feel that I have been supported by admin all the way.
[03:15:30.000 --> 03:15:40.000]   So just thank you for your time and, you know, I just, I really hope you can see just how much I love this school even.
[03:15:40.000 --> 03:15:54.000]   And with Jessica Allen too, I am the teacher who will impale her and be like, hey, you know, this year I have a student who was in tears and I could just spot her across the room because she was going through a tough time with her parents.
[03:15:54.000 --> 03:15:59.000]   Her mom was on a vacation, she was with her dad, I e-mailed and she's being seen in the office.
[03:15:59.000 --> 03:16:06.000]   Or it's just the students who, you know, are just struggling with different, you know, learning disabilities and stuff.
[03:16:06.000 --> 03:16:13.000]   I can e-mail the special ed team and they'll work with me. So it's just a really collaborative school. So thank you.
[03:16:13.000 --> 03:16:28.000]   Is there anyone else? Going once, going twice? Thank you.
[03:16:28.000 --> 03:16:43.000]   Hey senior, no further speakers on this matter? Public comment for this action item is now closed. Are there any clarifying questions from the board?
[03:16:43.000 --> 03:16:58.000]   Thank you for being here. For those who don't know, my kids went to a ranch in two and I was a PT president when I was there and so I worked with Michelle and I worked with the previous principal, John Besta.
[03:16:58.000 --> 03:17:08.000]   I wanted to just comment on the atrium and the epoxy and that was so remated because I know there were several times when I felt like I could have slipped on it.
[03:17:08.000 --> 03:17:14.000]   It's really slippery. It's like orange favors. Yeah, so I'm glad to hear that.
[03:17:14.000 --> 03:17:26.000]   But another thing that is new is the coyote den. Can you tell me more about the coyote den and what it does and how it supports kids?
[03:17:26.000 --> 03:17:47.000]   So during COVID we saw students who were really introverted. They didn't know how to interact with other students. We had students at school part of the time, other students who chose to stay home the entire time.
[03:17:47.000 --> 03:18:06.000]   So our goal was to create a safe space for any of our students to go to whether they're having a hard day. If they need to talk to one of our school psychologists, it is manned by one of the two at lunch.
[03:18:06.000 --> 03:18:25.000]   Students are able to work in small groups together. They find friends together and so it's really a space for any students who, whether they need to take a break, whether they want to join other classmates,
[03:18:25.000 --> 03:18:43.000]   maybe they're overwhelmed with 1,100 students on campus and just kind of need to connect in a smaller, quieter space. So it's really meant to provide that ongoing support, whether they need it one day a week or five days a week.
[03:18:43.000 --> 03:18:51.000]   Any student can go and feel welcomed and included.
[03:18:51.000 --> 03:18:58.000]   Thank you. Thank you for the information. I'm actually pretty excited to hear from that.
[03:18:58.000 --> 03:19:12.000]   I think that's all the questions I have for now, but I hope we have the opportunity to ask questions between now and after we get the reports.
[03:19:12.000 --> 03:19:22.000]   I just wanted to make a comment and thank everybody for coming in to speak. You're very heartfelt. Obviously love your school and we appreciate you coming in.
[03:19:22.000 --> 03:19:38.000]   And we will be getting reports because laws have changed and we haven't had a renewal in a while. So we're going to wait to hear from from them on that, but we do appreciate you coming in. So thank you.
[03:19:38.000 --> 03:19:43.000]   Alright, thank you both for those comments and questions.
[03:19:43.000 --> 03:19:52.000]   So the process that happens now is we will have an additional board meeting to discuss and approve the charter.
[03:19:52.000 --> 03:20:14.000]   But for now, I will close the public hearing on the El Rancho Charter School renewal and reopen the regular board meeting at 814 p.m. Action on the El Rancho Charter for renewal of its charter will be included at a future Orange Unified School Board meeting agenda.
[03:20:14.000 --> 03:20:42.000]   Thank you. It was a tongue twister. Thank you all for coming tonight and we look forward to reading future reports.
[03:20:42.000 --> 03:20:57.000]   We have been the public hearing initial proposal from Orange Unified School District to Orange Unified Education Association for 2024-2025 contact negotiations.
[03:20:57.000 --> 03:21:01.000]   And I will refer to Mr. Gonzalez.
[03:21:01.000 --> 03:21:06.000]   Who will refer to Ms. Nibb to introduce this item.
[03:21:06.000 --> 03:21:17.000]   This is the first of two items on the board agenda tonight regarding initial contract proposals for negotiations for the 2024-2025 school year with Orange Unified Education Association.
[03:21:17.000 --> 03:21:28.000]   And we have Lexi Davidson from AORR to present on this item for us.
[03:21:28.000 --> 03:21:35.000]   Good evening Board President Page, members of the board, Superintendent Gonzalez, cabinet and the community.
[03:21:35.000 --> 03:21:49.000]   As Ms. Nibb mentioned, this is the first of two items on the board agenda tonight regarding initial proposals for negotiations for the 2024-2025 school year with the Orange Unified Education Association.
[03:21:49.000 --> 03:21:59.000]   This item is the district's initial contract proposal to OUEA. The second item is OUEA's initial contract proposal to the district.
[03:21:59.000 --> 03:22:06.000]   Each of the initial proposals on the agenda tonight require a public hearing, so we will have two public hearings back to back.
[03:22:06.000 --> 03:22:28.000]   It is recommended that the Board of Education hold a public hearing to receive input on the district's initial proposal to OUEA for the 2024-2025 contract negotiations and to authorize staff to refer to the district's initial proposal to OUEA representatives to begin the negotiations process.
[03:22:28.000 --> 03:22:39.000]   Thank you. The Board of Education will now hold a public hearing to receive input on the district's initial proposal to the Orange Unified Education Association, OUEA, for contract negotiations.
[03:22:39.000 --> 03:22:54.000]   I will now close the regular meeting and open the public hearing at 8.17 p.m. Are there any speakers wishing to address the board?
[03:22:54.000 --> 03:23:08.000]   Okay, hearing none, I will now close the public hearing and reopen the regular board meeting at 8.18 p.m. No action will be taken as this is a public hearing to receive public comment.
[03:23:08.000 --> 03:23:20.000]   Okay, now moving on to 7C, Public Hearing Orange Unified Education Association proposal to Orange Unified School District for 2024-2025 contract negotiations.
[03:23:20.000 --> 03:23:26.000]   And I will now ask Mr. Gonzalez, who will then transfer to next day.
[03:23:26.000 --> 03:23:29.000]   We're going to go straight to Ms. Davis.
[03:23:29.000 --> 03:23:40.000]   Hello again. This is the second item for the public hearing, which is to present OUEA's initial proposal to the district as part of a board agenda for public hearing.
[03:23:40.000 --> 03:23:53.000]   It is therefore recommended that the Board of Education hold a public hearing to receive input on OUEA's initial proposal to the district for the 2024-2025 contract negotiations.
[03:23:53.000 --> 03:24:04.000]   Thank you. The Board of Education will hold a public hearing to receive input on the Orange Unified Education Association's initial proposal to the district for contract negotiations.
[03:24:04.000 --> 03:24:17.000]   I will now close the regular meeting and open the public hearing at 8.19 p.m. Are there any speakers wishing to address the board?
[03:24:17.000 --> 03:24:32.000]   Okay, hearing none, I will now close the public hearing and reopen the regular board meeting at 8.20 p.m. No action will be taken at this time as this is a public hearing to receive public comment.
[03:24:32.000 --> 03:24:34.000]   Thank you.
[03:24:34.000 --> 03:24:42.000]   7D Board Governance and Leadership Team Agreements and Protocols.
[03:24:42.000 --> 03:24:52.000]   Okay, so this item has been an ongoing discussion with Mr. Gonzalez and with our board members.
[03:24:52.000 --> 03:25:06.000]   It was initiated because we had two new board members and as we really haven't had new board members in a while, I think I was the newest board member with Ms. Ramsey when we came in.
[03:25:06.000 --> 03:25:14.000]   And so to then bring on new board members, this is the governance team handbook that we have.
[03:25:14.000 --> 03:25:29.000]   And so there's not a lot of information that we have to be able to pass over. I know that when Ms. Kathy Moffitt was on the board, she did create a notebook with a lot of information on how to govern, which was very helpful.
[03:25:29.000 --> 03:25:41.000]   And that's something that we've also considered. But in the recent months, we did have formal governance training to onboard trustee Pelley and trustee Glass.
[03:25:41.000 --> 03:25:56.000]   A part of that discussion has been essentially questioning our protocols, questioning meaning what are our protocols and I know that depending on, we've heard different variants as I think in the past couple of years.
[03:25:56.000 --> 03:26:08.000]   So this is an opportunity for us to discuss basically also asking if we were to have a governance training and a handbook, what would go in the handbook.
[03:26:08.000 --> 03:26:20.000]   And so is there anything specific topics that you would like to discuss at a future meeting.
[03:26:20.000 --> 03:26:32.000]   And also the intent of why this is an action item is because I would like to ask the board to create an ad hoc committee. And I would request for my wish list.
[03:26:32.000 --> 03:26:44.000]   A veteran board member and a new board member to join a committee with consultants to help create a draft handbook to then present to the board at a future time.
[03:26:44.000 --> 03:27:02.000]   No, in fact, I think you did a great job of summarizing, you know, where we've been and and I thought the training that we had for trustee Pelley and trustee Glass was a really great one.
[03:27:02.000 --> 03:27:19.000]   There's a chance to really kind of understand about board governance and and it really kind of sparked the conversation of, you know, we really would like more governance training and opportunities for the board to discuss with each other about these very important matters.
[03:27:19.000 --> 03:27:33.000]   But it seems like we always have, you know, full agenda and lots of things to do. And it's always, you know, one of those kind of aspirational things that you never get to. And there's always that next board election around the corner.
[03:27:33.000 --> 03:27:39.000]   And so I was going to put it off till after that. And then you never quite get to it. So we thought, let's do something now.
[03:27:39.000 --> 03:27:49.000]   And let's not delay and if there's an opportunity to update and continue governance training after the next board election, then we'll do that too.
[03:27:49.000 --> 03:27:51.000]   Thank you.
[03:27:53.000 --> 03:28:09.000]   I just make a quick comment on the students. I'm sorry. Many of us have taken classes and governance through CSBA. And I believe even some of us have finished the governance and master's in governance and so, and I think it's really helpful.
[03:28:09.000 --> 03:28:18.000]   But what I think is more helpful is that we do this in public. So all seven, seven of us are on the same page. So we have a good understanding.
[03:28:18.000 --> 03:28:42.000]   And we know that we're paying attention in class to be honest, right. So I think being that we formalize the process and that we have a discussion here and we have someone we can ask direct questions, because then sometimes these classes, you can't really ask a lot of questions that may be more particular to our situation.
[03:28:42.000 --> 03:28:54.000]   So I highly recommend that we do this and it's important for, I think, for the public to see.
[03:28:54.000 --> 03:29:12.000]   I would just add, I think good governance. When you talk about former trustee Moffat, that was always her big priority. And she really did try to keep our board on that. And when she was president, she brought that forward.
